#  INDEX    X            Y            INTENSITY    ELLIPT    ANGLE
 26679   0.69455600   0.61610200           8949    0.3700     98.4
 26680   0.02600600   0.92039533          26905    0.0670     81.8
 26681   0.11433733   0.84145667          76359    0.2420     11.8
 26682   0.15500133   0.78110067         217080    0.0820     26.6
 26683   0.94684667   0.68040400          77679    0.4790     41.4
 26684   0.65838600   0.24465133          59304    0.0420    115.4
 26685   0.22372667   0.93402733         105553    0.1760     15.6
 26686   0.33841600   0.62016200          62302    0.1010     21.4
 26687   0.54238867   0.42008000         192767    0.4310    149.5
 26688   0.24569200   0.90990267          31699    0.3490    173.8
 26689   0.95612667   0.28947867          90717    0.1370     13.4
 26690   0.87824733   0.76764733          44551    0.5480     38.8
 26691   0.18118133   0.79288467          56462    0.2280      0.1
 26692   0.96373933   0.97573600           6878    0.2800    101.9
 26693   0.70040667   0.28595467          91742    0.1350     39.8
 26694   0.48474000   0.32525400         167558    0.1210     37.2
 26695   0.62001333   0.26502133          49163    0.4630     60.6
 26696   0.64761333   0.44628667          93532    0.0940    126.8
 26697   0.40417000   0.33272200           5643    0.2820    109.5
 26698   0.67369400   0.83276733           7777    0.6900    179.9
 26699   0.56401400   0.64536600          39388    0.1360     51.0
 26700   0.20247667   0.43786267           8162    0.4960     79.1
 26701   0.36273867   0.13671200          32133    0.4110     28.3
 26702   0.03181933   0.66493733         176280    0.1850    151.5
 26703   0.61411267   0.27919667          40505    0.2010    137.7
 26704   0.99265467   0.59503667         138575    0.1010    149.2
 26705   0.48428600   0.14759133          21513    0.3970     66.8
 26706   0.27056467   0.12464067          44108    0.1430     58.2
 26707   0.36687800   0.66962133         209290    0.0420    148.1
 26708   0.23666400   0.50235400           4078    0.3280    179.1
 26709   0.40423000   0.25856333          48841    0.2960    161.8
 26710   0.90039467   0.13137667          54581    0.5150    128.3
 26711   0.93340267   0.15314400          43288    0.1690    126.5
 26712   0.17659200   0.85039667         100200    0.1160      6.7
 26713   0.33958333   0.12228733          63206    0.0810     32.7
 26714   0.16803533   0.60744267         164546    0.0570     67.4
 26715   0.08000267   0.46913867           6628    0.2310     90.3
 26716   0.67392133   0.56978733          16789    0.3540    171.7
 26717   0.34091400   0.71760400           6442    0.1750     42.7
 26718   0.47638333   0.70948933         191032    0.1890    164.7
 26719   0.33235533   0.63781867           8674    0.1860      0.5
 26720   0.91210933   0.08928867          14661    0.1120     74.2
 26721   0.20428733   0.65374800          21458    0.2180    151.2
 26722   0.14189467   0.93584933          13943    0.3310    164.0
 26723   0.84386600   0.92859000           4612    0.3850     47.2
 26724   0.34077600   0.36162933          33263    0.2640    164.2
 26725   0.30967400   0.51166867         152009    0.1820    124.6
 26726   0.22102600   0.51568600          90344    0.2280    127.1
 26727   0.92196333   0.02956933          72063    0.1250     60.1
 26728   0.37290333   0.52627600          15003    0.1960     37.9
 26729   0.29417733   0.37466333          95731    0.0940     76.2
 26730   0.11067333   0.13006733         145009    0.0930     11.2
 26731   0.47631733   0.78111400           3884    0.4340    126.1
 26732   0.10582267   0.51644600          23458    0.4040     95.6
 26733   0.56284000   0.22957933          18028    0.3970    171.5
 26734   0.66655400   0.76183200          75471    0.2650     97.5
 26735   0.37335133   0.42376067           8172    0.4720    117.6
 26736   0.30550667   0.00296933          35158    0.1590     61.9
 26737   0.36474600   0.35534067          11433    0.0370     27.4
 26738   0.32365467   0.17557400          27735    0.5280     77.3
 26739   0.16010667   0.23147667          98171    0.1510     76.8
 26740   0.90645800   0.88487733          19067    0.1540    116.1
 26741   0.85253867   0.76040867          26372    0.1980    172.9
 26742   0.12041667   0.54270667         187283    0.0400     21.9
 26743   0.39133467   0.25081667           8411    0.3250     60.7
 26744   0.66909067   0.99115133          10568    0.6580     31.7
 26745   0.88558867   0.99899133          16066    0.6160     89.8
 26746   0.41913067   0.21147800          57394    0.0920     63.8
 26747   0.57214733   0.12289267           4733    0.2680     27.6
 26748   0.66989467   0.85718267         299940    0.0400    102.0
 26749   0.89185333   0.59773400         238440    0.2980     20.7
 26750   0.42600800   0.15504667          32558    0.4390      9.6
 26751   0.15284333   0.32580800         214588    0.1260    176.1
 26752   0.68506667   0.79277600           8074    0.3140     12.1
 26753   0.89473467   0.94614733          36298    0.2340    111.0
 26754   0.01800333   0.46737533         252160    0.0270    145.3
 26755   0.53829867   0.62743533          21667    0.3050     98.1
 26756   0.26632067   0.19035267           5876    0.0040     67.2
 26757   0.81953867   0.81434267         198617    0.0520     43.3
 26758   0.12942133   0.46069800         170092    0.0960     24.2
 26759   0.70243533   0.83877533          27886    0.2610      7.5
 26760   0.13269533   0.73115000          65457    0.0790     82.4
 26761   0.70827400   0.80762267          38209    0.2910    165.7
 26762   0.79197533   0.92601000          22599    0.1740    123.1
 26763   0.25744467   0.47855800         419254    0.0840     37.4
 26764   0.39809200   0.34447200          81855    0.0950     69.4
 26765   0.52816867   0.60968667          28372    0.2340    112.1
 26766   0.82031333   0.95567133           7136    0.0600    177.8
 26767   0.53301933   0.24066600          28549    0.0600    132.6
 26768   0.19076400   0.48597067         300128    0.4750    151.3
 26769   0.43203067   0.83164933          46445    0.1590    160.0
 26770   0.56093933   0.22976600          27494    0.1220      8.0
 26771   0.80511800   0.45021667          22287    0.0530     61.7
 26772   0.93496000   0.79766000          55290    0.0950     54.2
 26773   0.77291133   0.24442600          49830    0.1450    112.0
 26774   0.26769600   0.87066667           4007    0.3260     89.2
 26775   0.45505933   0.72276067          27161    0.3920      3.8
 26776   0.16774200   0.03566600          15065    0.4200     96.5
 26777   0.33266733   0.35565867           3764    0.3300      0.6
 26778   0.85635067   0.85070267         177922    0.0240    124.0
 26779   0.70117200   0.08057800         235509    0.0610     23.2
 26780   0.09032200   0.96962800           6493    0.0230    124.6
 26781   0.45342800   0.70299800          28589    0.3240    161.6
 26782   0.20502600   0.16764333          13130    0.6620    168.3
 26783   0.40227267   0.65544867         300224    0.0510     69.1
 26784   0.11622933   0.68837200          60128    0.1340      8.9
 26785   0.78933800   0.18686733         284784    0.0440      4.2
 26786   0.97727867   0.40403400          94572    0.0970     35.2
 26787   0.97767267   0.20304533           5643    0.3470    135.7
 26788   0.97363400   0.60124067         206072    0.1320    147.5
 26789   0.39792733   0.99850867          12366    0.6150     75.6
 26790   0.16077133   0.76250933         184627    0.1110     66.0
 26791   0.62038933   0.38478400         154952    0.0670     92.1
 26792   0.58182933   0.52104800          10167    0.4960     27.9
 26793   0.60948800   0.78649067          78721    0.0080    174.8
 26794   0.08260133   0.76465133          10499    0.0160    165.6
 26795   0.60796800   0.13883667         248987    0.3690     87.1
 26796   0.47577667   0.54697733          25745    0.3310     63.4
 26797   0.49109133   0.01978200          42782    0.3210     94.8
 26798   0.14391467   0.57791867         120651    0.0990    105.9
 26799   0.59224467   0.39169400          74042    0.0920     13.8
 26800   0.06815000   0.54874467          69063    0.1350    144.8
 26801   0.21720133   0.78295133           8808    0.3230    101.8
 26802   0.79435600   0.74304000           6939    0.0050    112.5
 26803   0.00135133   0.34753800          59642    0.6340    178.2
 26804   0.62381467   0.45097200         159027    0.3290    165.0
 26805   0.90090667   0.14240933         117494    0.0920     18.9
 26806   0.68105200   0.20034933           7784    0.0120      2.7
 26807   0.93440667   0.77896267          14066    0.3760    173.6
 26808   0.10759867   0.42108600          51843    0.2280    164.6
 26809   0.67180600   0.30260467          56184    0.1410    155.3
 26810   0.83766600   0.39505133          32549    0.1540    138.8
 26811   0.00648867   0.18504133          26593    0.1120    145.8
 26812   0.36663000   0.64959200          13802    0.1050     22.9
 26813   0.95267800   0.77790667           7365    0.3590     24.3
 26814   0.32426000   0.46569400          36986    0.1350     88.8
 26815   0.04595600   0.05512933          37983    0.1280     43.9
 26816   0.85056533   0.76773400           7422    0.2470     73.5
 26817   0.35609200   0.22716933          51737    0.1910    106.3
 26818   0.45246533   0.83770733         203216    0.1770    168.8
 26819   0.82286200   0.51990467          57031    0.1550     20.5
 26820   0.10087200   0.20249467         172814    0.1000     88.0
 26821   0.03630800   0.22820867          64918    0.2290    174.0
 26822   0.84051200   0.17118000           7772    0.1850     45.0
 26823   0.84717000   0.38496467         139797    0.0890    156.5
 26824   0.46998867   0.57411067           5629    0.5720    161.0
 26825   0.08598800   0.22099600           9694    0.2000     90.3
 26826   0.28225133   0.18158000          14680    0.1730     34.9
 26827   0.40135733   0.71991867           7137    0.3310     85.4
 26828   0.96224533   0.96656467          79870    0.1770    167.1
 26829   0.12669467   0.39260600          47326    0.6360    151.4
 26830   0.18593200   0.22063267         169754    0.0850    177.4
 26831   0.79988867   0.13886200         171882    0.0630     48.3
 26832   0.61572933   0.92581267          43057    0.1620     80.1
 26833   0.39235200   0.10119533          44107    0.0760    136.2
 26834   0.63122867   0.49644067         106385    0.4730     37.1
 26835   0.45232333   0.43702667          77591    0.1930    109.5
 26836   0.61637733   0.11194733          41427    0.2790    173.4
 26837   0.59978067   0.19515400          57004    0.2250     58.4
 26838   0.01167733   0.27630200          28691    0.0930    111.1
 26839   0.66866867   0.45821867         236455    0.0980     63.5
 26840   0.06246600   0.00100000         172985    0.4480      0.2
 26841   0.12581667   0.51935600          87937    0.2200    168.6
 26842   0.52965267   0.24179000         302153    0.1210    123.4
 26843   0.41701400   0.54334333         459891    0.0330    150.5
 26844   0.49976800   0.49173600         136413    0.0920     78.0
 26845   0.20437333   0.27888533         173399    0.0540     67.0
 26846   0.31493733   0.56312933          83642    0.2330     94.1
 26847   0.13595800   0.53256067          22430    0.1200    168.0
 26848   0.59057333   0.96716200         209484    0.0860    138.9
 26849   0.14046867   0.71542733          53398    0.2440    174.2
 26850   0.00234400   0.46781867          69528    0.3020     26.6
 26851   0.17185600   0.49451133          23465    0.2080    170.5
 26852   0.27921267   0.09985333          79284    0.4500     29.9
